,dataset_id,pair_id,direction,delta_time
0,an,1,1,0.010871410369873047
1,an,2,-1,0.008905887603759766
2,an,3,1,0.008799314498901367
3,an,4,1,0.00881338119506836
4,an,5,1,0.008796215057373047
5,an,6,1,0.00876760482788086
6,an,7,1,0.008777141571044922
7,an,8,1,0.008704900741577148
8,an,9,1,0.008738040924072266
9,an,10,1,0.00872039794921875
10,an,11,1,0.008762359619140625
11,an,12,1,0.008734703063964844
12,an,13,1,0.009755849838256836
13,an,14,1,0.009238243103027344
14,an,15,1,0.00893712043762207
15,an,16,1,0.011845111846923828
16,an,17,1,0.011350870132446289
17,an,18,1,0.009139537811279297
18,an,19,1,0.009090662002563477
19,an,20,1,0.008975028991699219
20,an,21,1,0.009079933166503906
21,an,22,1,0.008923530578613281
22,an,23,1,0.008957147598266602
23,an,24,1,0.009151220321655273
24,an,25,1,0.009035348892211914
25,an,26,1,0.00890970230102539
26,an,27,1,0.008947610855102539
27,an,28,1,0.010947704315185547
28,an,29,1,0.009846687316894531
29,an,30,1,0.012904644012451172
30,an,31,1,0.013467550277709961
31,an,32,1,0.01015925407409668
32,an,33,1,0.009680747985839844
33,an,34,1,0.008977174758911133
34,an,35,1,0.00881814956665039
35,an,36,1,0.008792400360107422
36,an,37,1,0.008797645568847656
37,an,38,1,0.009648799896240234
38,an,39,1,0.008865594863891602
39,an,40,1,0.008827924728393555
40,an,41,1,0.008836746215820312
41,an,42,1,0.008856058120727539
42,an,43,1,0.008839607238769531
43,an,44,1,0.008877992630004883
44,an,45,1,0.008825063705444336
45,an,46,1,0.008762836456298828
46,an,47,1,0.008788347244262695
47,an,48,1,0.008794069290161133
48,an,49,1,0.008991241455078125
49,an,50,1,0.009080886840820312
50,an,51,1,0.008919239044189453
51,an,52,1,0.00884103775024414
52,an,53,1,0.008907794952392578
53,an,54,1,0.008878231048583984
54,an,55,1,0.008789777755737305
55,an,56,1,0.008788347244262695
56,an,57,1,0.008776187896728516
57,an,58,1,0.008834362030029297
58,an,59,1,0.008991241455078125
59,an,60,1,0.008828401565551758
60,an,61,1,0.008799314498901367
61,an,62,1,0.00875401496887207
62,an,63,1,0.008797645568847656
63,an,64,1,0.008779287338256836
64,an,65,1,0.008848428726196289
65,an,66,1,0.0088043212890625
66,an,67,1,0.008764505386352539
67,an,68,1,0.008814096450805664
68,an,69,1,0.008842706680297852
69,an,70,1,0.00881505012512207
70,an,71,1,0.008780241012573242
71,an,72,1,0.008789777755737305
72,an,73,1,0.008776187896728516
73,an,74,1,0.008772611618041992
74,an,75,1,0.008797883987426758
75,an,76,1,0.008890867233276367
76,an,77,1,0.008788347244262695
77,an,78,1,0.008782386779785156
78,an,79,1,0.008773326873779297
79,an,80,1,0.00877237319946289
80,an,81,1,0.008813858032226562
81,an,82,1,0.008779287338256836
82,an,83,1,0.008799552917480469
83,an,84,1,0.008854150772094727
84,an,85,1,0.009089469909667969
85,an,86,1,0.008812189102172852
86,an,87,1,0.008798837661743164
87,an,88,1,0.008889913558959961
88,an,89,1,0.008834600448608398
89,an,90,1,0.009096622467041016
90,an,91,1,0.008922338485717773
91,an,92,1,0.009018421173095703
92,an,93,1,0.008774995803833008
93,an,94,1,0.008778810501098633
94,an,95,1,0.00877237319946289
95,an,96,1,0.008784055709838867
96,an,97,1,0.00883030891418457
97,an,98,1,0.008797407150268555
98,an,99,1,0.008793830871582031
99,an,100,1,0.008809328079223633
100,ans,1,-1,0.009161710739135742
101,ans,2,1,0.008837223052978516
102,ans,3,-1,0.008793115615844727
103,ans,4,-1,0.008791446685791016
104,ans,5,1,0.009024620056152344
105,ans,6,-1,0.008821725845336914
106,ans,7,1,0.00887918472290039
107,ans,8,1,0.008854389190673828
108,ans,9,1,0.008946418762207031
109,ans,10,1,0.008871078491210938
110,ans,11,-1,0.008945941925048828
111,ans,12,1,0.008832216262817383
112,ans,13,-1,0.008805990219116211
113,ans,14,1,0.008843660354614258
114,ans,15,1,0.008742570877075195
115,ans,16,1,0.009698629379272461
116,ans,17,1,0.01208639144897461
117,ans,18,1,0.009721755981445312
118,ans,19,-1,0.008911848068237305
119,ans,20,-1,0.008849143981933594
120,ans,21,1,0.00885462760925293
121,ans,22,1,0.008849143981933594
122,ans,23,1,0.008781194686889648
123,ans,24,1,0.008953571319580078
124,ans,25,1,0.008798360824584961
125,ans,26,1,0.008868217468261719
126,ans,27,1,0.008823156356811523
127,ans,28,1,0.008756875991821289
128,ans,29,1,0.008776187896728516
129,ans,30,1,0.009122848510742188
130,ans,31,1,0.008808374404907227
131,ans,32,1,0.008901834487915039
132,ans,33,1,0.008779764175415039
133,ans,34,1,0.008766889572143555
134,ans,35,1,0.008774042129516602
135,ans,36,1,0.00881052017211914
136,ans,37,1,0.008866548538208008
137,ans,38,1,0.009115457534790039
138,ans,39,1,0.009586572647094727
139,ans,40,1,0.010668039321899414
140,ans,41,1,0.009985685348510742
141,ans,42,1,0.010038614273071289
142,ans,43,1,0.010008096694946289
143,ans,44,-1,0.010447502136230469
144,ans,45,1,0.010184526443481445
145,ans,46,1,0.010152578353881836
146,ans,47,1,0.011030197143554688
147,ans,48,1,0.012029886245727539
148,ans,49,1,0.010650873184204102
149,ans,50,1,0.0100860595703125
150,ans,51,1,0.01102447509765625
151,ans,52,1,0.010667800903320312
152,ans,53,-1,0.010030031204223633
153,ans,54,1,0.009364604949951172
154,ans,55,1,0.010072946548461914
155,ans,56,1,0.010436296463012695
156,ans,57,1,0.012458324432373047
157,ans,58,1,0.011828184127807617
158,ans,59,1,0.01049494743347168
159,ans,60,1,0.010404586791992188
160,ans,61,1,0.011586666107177734
161,ans,62,1,0.01082158088684082
162,ans,63,1,0.009584903717041016
163,ans,64,-1,0.009563446044921875
164,ans,65,1,0.00960683822631836
165,ans,66,1,0.009564399719238281
166,ans,67,1,0.009791851043701172
167,ans,68,1,0.009723663330078125
168,ans,69,1,0.009735822677612305
169,ans,70,1,0.009742975234985352
170,ans,71,1,0.009743928909301758
171,ans,72,1,0.009740829467773438
172,ans,73,1,0.009745597839355469
173,ans,74,1,0.009766101837158203
174,ans,75,1,0.009787797927856445
175,ans,76,1,0.009818315505981445
176,ans,77,1,0.009855270385742188
177,ans,78,1,0.00985407829284668
178,ans,79,1,0.009855270385742188
179,ans,80,1,0.009774923324584961
180,ans,81,1,0.009801626205444336
181,ans,82,1,0.009735584259033203
182,ans,83,1,0.009751319885253906
183,ans,84,1,0.009782791137695312
184,ans,85,1,0.009782552719116211
185,ans,86,1,0.00974893569946289
186,ans,87,1,0.010212898254394531
187,ans,88,-1,0.00982213020324707
188,ans,89,1,0.009765148162841797
189,ans,90,1,0.009768009185791016
190,ans,91,1,0.009766817092895508
191,ans,92,1,0.009747982025146484
192,ans,93,1,0.009752750396728516
193,ans,94,1,0.009718894958496094
194,ans,95,1,0.009891271591186523
195,ans,96,1,0.009818792343139648
196,ans,97,1,0.009734869003295898
197,ans,98,1,0.009756326675415039
198,ans,99,1,0.009842157363891602
199,ans,100,1,0.009734392166137695
200,ls,1,1,0.0104522705078125
201,ls,2,1,0.009814739227294922
202,ls,3,1,0.009721994400024414
203,ls,4,1,0.010267972946166992
204,ls,5,1,0.01002192497253418
205,ls,6,1,0.009792327880859375
206,ls,7,1,0.010074615478515625
207,ls,8,1,0.010143518447875977
208,ls,9,1,0.009832382202148438
209,ls,10,1,0.00980687141418457
210,ls,11,1,0.009720087051391602
211,ls,12,1,0.009802818298339844
212,ls,13,1,0.009720802307128906
213,ls,14,1,0.009617090225219727
214,ls,15,1,0.011478424072265625
215,ls,16,1,0.010369300842285156
216,ls,17,1,0.010427474975585938
217,ls,18,1,0.010623693466186523
218,ls,19,1,0.010253429412841797
219,ls,20,1,0.009827375411987305
220,ls,21,1,0.010009050369262695
221,ls,22,1,0.010332584381103516
222,ls,23,1,0.00989985466003418
223,ls,24,1,0.012124776840209961
224,ls,25,1,0.010503292083740234
225,ls,26,1,0.00992584228515625
226,ls,27,1,0.010199785232543945
227,ls,28,1,0.010233402252197266
228,ls,29,1,0.00979304313659668
229,ls,30,1,0.010172843933105469
230,ls,31,1,0.009804248809814453
231,ls,32,1,0.00970768928527832
232,ls,33,1,0.009910821914672852
233,ls,34,1,0.009731054306030273
234,ls,35,1,0.009784460067749023
235,ls,36,1,0.009754419326782227
236,ls,37,1,0.00979471206665039
237,ls,38,1,0.01000356674194336
238,ls,39,1,0.009856224060058594
239,ls,40,1,0.00979924201965332
240,ls,41,1,0.009794473648071289
241,ls,42,1,0.009716272354125977
242,ls,43,1,0.009808540344238281
243,ls,44,1,0.009835004806518555
244,ls,45,1,0.009750127792358398
245,ls,46,1,0.009790182113647461
246,ls,47,1,0.009831428527832031
247,ls,48,1,0.009762287139892578
248,ls,49,1,0.009764671325683594
249,ls,50,1,0.009798049926757812
250,ls,51,1,0.009776592254638672
251,ls,52,1,0.009761333465576172
252,ls,53,1,0.00976872444152832
253,ls,54,1,0.00997018814086914
254,ls,55,1,0.00974273681640625
255,ls,56,1,0.009771585464477539
256,ls,57,1,0.009762048721313477
257,ls,58,1,0.009739398956298828
258,ls,59,1,0.009847164154052734
259,ls,60,1,0.009768486022949219
260,ls,61,1,0.009764671325683594
261,ls,62,1,0.009981155395507812
262,ls,63,1,0.010531425476074219
263,ls,64,1,0.010004997253417969
264,ls,65,1,0.00976419448852539
265,ls,66,1,0.009765148162841797
266,ls,67,1,0.009709835052490234
267,ls,68,1,0.009700298309326172
268,ls,69,1,0.009742975234985352
269,ls,70,1,0.009784698486328125
270,ls,71,1,0.010190248489379883
271,ls,72,1,0.009843826293945312
272,ls,73,1,0.009709596633911133
273,ls,74,1,0.010149478912353516
274,ls,75,1,0.009781360626220703
275,ls,76,1,0.009757757186889648
276,ls,77,1,0.010152578353881836
277,ls,78,1,0.009772062301635742
278,ls,79,1,0.009736299514770508
279,ls,80,1,0.009753227233886719
280,ls,81,1,0.009811878204345703
281,ls,82,1,0.009826421737670898
282,ls,83,1,0.009727001190185547
283,ls,84,1,0.009754180908203125
284,ls,85,1,0.009760856628417969
285,ls,86,1,0.009715795516967773
286,ls,87,1,0.009758234024047852
287,ls,88,1,0.009719371795654297
288,ls,89,1,0.009714841842651367
289,ls,90,1,0.009759664535522461
290,ls,91,1,0.009824752807617188
291,ls,92,1,0.009751081466674805
292,ls,93,1,0.009779214859008789
293,ls,94,1,0.009724140167236328
294,ls,95,1,0.009815454483032227
295,ls,96,1,0.009746313095092773
296,ls,97,1,0.009747982025146484
297,ls,98,1,0.009797811508178711
298,ls,99,1,0.009873628616333008
299,ls,100,1,0.009770870208740234
300,lss,1,1,0.010339498519897461
301,lss,2,1,0.01027679443359375
302,lss,3,1,0.010023355484008789
303,lss,4,-1,0.010019779205322266
304,lss,5,1,0.009752035140991211
305,lss,6,1,0.009695768356323242
306,lss,7,1,0.009799957275390625
307,lss,8,1,0.010004043579101562
308,lss,9,-1,0.009855031967163086
309,lss,10,1,0.010033369064331055
310,lss,11,1,0.009827613830566406
311,lss,12,1,0.009695768356323242
312,lss,13,1,0.009783029556274414
313,lss,14,-1,0.00985860824584961
314,lss,15,1,0.009949922561645508
315,lss,16,1,0.00987696647644043
316,lss,17,1,0.009827136993408203
317,lss,18,1,0.012157201766967773
318,lss,19,-1,0.010574817657470703
319,lss,20,1,0.010602474212646484
320,lss,21,1,0.010504484176635742
321,lss,22,1,0.010159969329833984
322,lss,23,-1,0.009788036346435547
323,lss,24,1,0.010787010192871094
324,lss,25,1,0.01002645492553711
325,lss,26,-1,0.009848833084106445
326,lss,27,1,0.01065516471862793
327,lss,28,1,0.012936115264892578
328,lss,29,1,0.00970315933227539
329,lss,30,1,0.010451316833496094
330,lss,31,1,0.009781599044799805
331,lss,32,-1,0.009563207626342773
332,lss,33,1,0.009618759155273438
